Date,MarketCap,,,
2009-11-13,57570000000.00,,,
2009-12-03,61120000000.00,,,
2009-12-22,57910000000.00,,,
2010-01-12,56540000000.00,,,
2010-02-01,52840000000.00,,,
2010-02-19,52240000000.00,,,
2010-03-10,58110000000.00,,,
2010-03-29,60160000000.00,,,
2010-04-16,63360000000.00,,,
2010-05-05,58350000000.00,,,
2010-05-24,54430000000.00,,,
2010-06-11,54830000000.00,,,
2010-06-30,48950000000.00,,,
2010-07-20,53780000000.00,,,
2010-08-06,57460000000.00,,,
2010-08-25,56810000000.00,,,
2010-09-14,65270000000.00,,,
2010-10-01,69020000000.00,,,
2010-10-20,71220000000.00,,,
2010-11-08,77200000000.00,,,
2010-11-26,79530000000.00,,,
2010-12-15,78800000000.00,,,
2011-01-04,83440000000.00,,,
2011-01-24,79760000000.00,,,
2011-02-10,83980000000.00,,,
2011-03-02,77690000000.00,,,
2011-03-21,74300000000.00,,,
2011-04-07,83580000000.00,,,
2011-04-27,88890000000.00,,,
2011-05-16,87020000000.00,,,
2011-06-03,85130000000.00,,,
2011-06-22,86630000000.00,,,
2011-07-12,95900000000.00,,,
2011-07-29,101000000000.00,,,
2011-08-17,88940000000.00,,,
2011-09-06,98130000000.00,,,
2011-09-23,101500000000.00,,,
2011-10-12,107700000000.00,,,
2011-10-31,97090000000.00,,,
2011-11-17,93010000000.00,,,
2011-12-07,88820000000.00,,,
2011-12-27,80160000000.00,,,
2012-01-17,82660000000.00,,,
2012-02-03,85410000000.00,,,
2012-02-23,80790000000.00,,,
2012-03-13,83360000000.00,,,
2012-03-30,91450000000.00,,,
2012-04-19,86100000000.00,,,
2012-05-08,100900000000.00,,,
2012-05-25,95910000000.00,,,
2012-06-14,96620000000.00,,,
2012-07-03,103700000000.00,,,
2012-07-23,102200000000.00,,,
2012-08-09,105800000000.00,,,
2012-08-28,111300000000.00,,,
2012-09-17,116600000000.00,,,
2012-10-04,118000000000.00,,,
2012-10-23,106100000000.00,,,
2012-11-09,102500000000.00,,,
2012-11-29,113800000000.00,,,
2012-12-18,118000000000.00,,,
2013-01-08,120900000000.00,,,
2013-01-28,125500000000.00,,,
2013-02-14,122400000000.00,,,
2013-03-06,124600000000.00,,,
2013-03-25,116500000000.00,,,
2013-04-12,124200000000.00,,,
2013-05-01,113000000000.00,,,
2013-05-20,121800000000.00,,,
2013-06-07,126000000000.00,,,
2013-06-26,126400000000.00,,,
2013-07-16,140200000000.00,,,
2013-08-02,139000000000.00,,,
2013-08-21,130000000000.00,,,
2013-09-10,137200000000.00,,,
2013-09-27,144400000000.00,,,
2013-10-16,142100000000.00,,,
2013-11-04,164200000000.00,,,
2013-11-21,168900000000.00,,,
2013-12-11,174900000000.00,,,
2013-12-31,183000000000.00,,,
2014-01-21,186900000000.00,,,
2014-02-07,165800000000.00,,,
2014-02-27,165600000000.00,,,
2014-03-18,174200000000.00,,,
2014-04-04,148600000000.00,,,
2014-04-24,155100000000.00,,,
2014-05-13,140200000000.00,,,
