Date,MarketCap,,,
1999-12-27,284200000000.00,,,
2000-01-27,328000000000.00,,,
2000-02-29,377600000000.00,,,
2000-03-30,424400000000.00,,,
2000-05-02,405900000000.00,,,
2000-06-02,449400000000.00,,,
2000-07-05,441900000000.00,,,
2000-08-04,420000000000.00,,,
2000-09-06,441000000000.00,,,
2000-10-06,268800000000.00,,,
2000-11-07,310800000000.00,,,
2000-12-08,228800000000.00,,,
2001-01-11,224300000000.00,,,
2001-02-13,218000000000.00,,,
2001-03-16,187300000000.00,,,
2001-04-18,210200000000.00,,,
2001-05-18,193400000000.00,,,
2001-06-20,184900000000.00,,,
2001-07-23,195100000000.00,,,
2001-08-22,188100000000.00,,,
2001-09-28,137500000000.00,,,
2001-10-30,158000000000.00,,,
2001-11-30,219200000000.00,,,
2002-01-03,237600000000.00,,,
2002-02-05,226100000000.00,,,
2002-03-08,229000000000.00,,,
2002-04-10,195600000000.00,,,
2002-05-10,180600000000.00,,,
2002-06-12,144300000000.00,,,
2002-07-15,127400000000.00,,,
2002-08-14,121900000000.00,,,
2002-09-16,104600000000.00,,,
2002-10-16,89700000000.00,,,
2002-11-15,124500000000.00,,,
2002-12-18,113500000000.00,,,
2003-01-22,106800000000.00,,,
2003-02-24,108200000000.00,,,
2003-03-26,117100000000.00,,,
2003-04-28,122500000000.00,,,
2003-05-29,136100000000.00,,,
2003-06-30,135500000000.00,,,
2003-07-31,162000000000.00,,,
2003-09-02,187100000000.00,,,
2003-10-02,186900000000.00,,,
2003-11-03,222300000000.00,,,
2003-12-04,219100000000.00,,,
2004-01-07,220500000000.00,,,
2004-02-09,198200000000.00,,,
2004-03-11,175600000000.00,,,
2004-04-13,179000000000.00,,,
2004-05-13,177500000000.00,,,
2004-06-16,181900000000.00,,,
2004-07-19,147000000000.00,,,
2004-08-18,142500000000.00,,,
2004-09-20,134200000000.00,,,
2004-10-20,135600000000.00,,,
2004-11-19,152800000000.00,,,
2004-12-22,148300000000.00,,,
2005-01-25,139200000000.00,,,
2005-02-25,150000000000.00,,,
2005-03-30,146300000000.00,,,
2005-04-29,145200000000.00,,,
2005-06-01,168500000000.00,,,
2005-07-01,159700000000.00,,,
2005-08-03,168400000000.00,,,
2005-09-02,154000000000.00,,,
2005-10-05,145100000000.00,,,
2005-11-04,144600000000.00,,,
2005-12-07,157700000000.00,,,
2006-01-10,154600000000.00,,,
2006-02-10,125300000000.00,,,
2006-03-15,117200000000.00,,,
2006-04-17,111500000000.00,,,
2006-05-17,108500000000.00,,,
2006-06-19,106100000000.00,,,
2006-07-20,98640000000.00,,,
2006-08-21,105300000000.00,,,
2006-09-21,110700000000.00,,,
2006-10-23,123500000000.00,,,
2006-11-22,125300000000.00,,,
2006-12-26,116200000000.00,,,
2007-01-30,120700000000.00,,,
2007-03-02,110800000000.00,,,
2007-04-03,112200000000.00,,,
2007-05-04,127200000000.00,,,
2007-06-06,124900000000.00,,,
2007-07-09,145800000000.00,,,
2007-08-08,144100000000.00,,,
2007-09-10,148000000000.00,,,
2007-10-10,151100000000.00,,,
2007-11-09,146800000000.00,,,
2007-12-12,159200000000.00,,,
2008-01-15,131300000000.00,,,
2008-02-15,116400000000.00,,,
2008-03-19,122100000000.00,,,
2008-04-21,128500000000.00,,,
2008-05-21,135500000000.00,,,
2008-06-23,128100000000.00,,,
2008-07-24,122200000000.00,,,
2008-08-25,129100000000.00,,,
2008-09-25,104400000000.00,,,
2008-10-27,79260000000.00,,,
2008-11-26,77700000000.00,,,
2008-12-30,81710000000.00,,,
2009-02-02,75810000000.00,,,
2009-03-05,68470000000.00,,,
2009-04-06,88210000000.00,,,
2009-05-07,88080000000.00,,,
2009-06-09,91710000000.00,,,
2009-07-10,89780000000.00,,,
2009-08-11,104300000000.00,,,
2009-09-11,109200000000.00,,,
2009-10-13,113100000000.00,,,
2009-11-12,108700000000.00,,,
2009-12-15,109300000000.00,,,
2010-01-19,116300000000.00,,,
2010-02-19,115000000000.00,,,
2010-03-23,125500000000.00,,,
2010-04-23,133800000000.00,,,
2010-05-25,116000000000.00,,,
2010-06-25,111500000000.00,,,
2010-07-28,118800000000.00,,,
2010-08-27,102300000000.00,,,
2010-09-29,107300000000.00,,,
2010-10-29,111800000000.00,,,
2010-12-01,119800000000.00,,,
2011-01-03,114900000000.00,,,
2011-02-03,118900000000.00,,,
2011-03-08,116000000000.00,,,
2011-04-07,106900000000.00,,,
2011-05-10,122100000000.00,,,
2011-06-10,113400000000.00,,,
2011-07-13,118800000000.00,,,
2011-08-12,108400000000.00,,,
2011-09-14,110900000000.00,,,
2011-10-14,120300000000.00,,,
2011-11-15,129000000000.00,,,
2011-12-16,118300000000.00,,,
2012-01-20,131900000000.00,,,
2012-02-22,133500000000.00,,,
2012-03-23,139600000000.00,,,
2012-04-25,139500000000.00,,,
2012-05-25,129500000000.00,,,
2012-06-27,131900000000.00,,,
2012-07-30,128900000000.00,,,
2012-08-29,123400000000.00,,,
2012-10-01,113400000000.00,,,
2012-10-31,107600000000.00,,,
2012-12-03,97230000000.00,,,
