Date,MarketCap,,,
2019-05-08,135100000000.00,,,
2019-06-05,132700000000.00,,,
2019-07-02,146300000000.00,,,
2019-07-30,147400000000.00,,,
2019-08-26,140200000000.00,,,
2019-09-23,134700000000.00,,,
2019-10-18,128900000000.00,,,
2019-11-14,143000000000.00,,,
,,,,
,,,,
,,,,
